urn:cite:mid:natarchimgs.Declaration_Pg1of1_AC,"Declaration of Independence","Public domain"
urn:cite:mid:natarchimgs.Declaration_Engrav_Pg1of1_AC,"Stone engraving of Declaration of Independence","Public domain"


